ダウンロードした時刻：2018/06/07 20:55:29

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
2004/12/29,3.4,8,1,86,8,1
2004/12/30,4.8,8,1,51,8,1
2004/12/31,2.2,8,1,79,8,1
2005/12/1,8.7,8,1,49,8,1
2005/12/2,9.8,8,1,57,8,1
2005/12/3,8.3,8,1,53,8,1
2005/12/4,6.1,8,1,71,8,1
2005/12/5,7.8,8,1,52,8,1
2005/12/6,6.5,8,1,70,8,1
2005/12/7,7.5,8,1,57,8,1
2005/12/8,7.5,8,1,59,8,1
2005/12/9,8.5,8,1,59,8,1
2005/12/10,9.5,8,1,53,8,1
2005/12/11,5.5,8,1,51,8,1
2005/12/12,5.6,8,1,51,8,1
2005/12/13,5.1,8,1,43,8,1
2005/12/14,5.0,8,1,46,8,1
2005/12/15,4.6,8,1,51,8,1
2005/12/16,5.7,8,1,47,8,1
2005/12/17,7.0,8,1,46,8,1
2005/12/18,4.4,8,1,29,8,1
2005/12/19,4.7,8,1,35,8,1
2005/12/20,6.4,8,1,41,8,1
2005/12/21,7.3,8,1,53,8,1
2005/12/22,6.3,8,1,41,8,1
2005/12/23,6.2,8,1,42,8,1
2005/12/24,4.4,8,1,44,8,1
2005/12/25,5.4,8,1,49,8,1
2005/12/26,5.7,8,1,37,8,1
2005/12/27,4.8,8,1,30,8,1
2005/12/28,4.4,8,1,34,8,1
2005/12/29,4.6,8,1,35,8,1
2005/12/30,5.1,8,1,51,8,1
2005/12/31,4.6,8,1,37,8,1
2006/12/1,10.1,8,1,60,8,1
2006/12/2,11.3,8,1,59,8,1
2006/12/3,8.2,8,1,53,8,1
2006/12/4,8.2,8,1,53,8,1
2006/12/5,7.9,8,1,59,8,1
2006/12/6,8.6,8,1,58,8,1
2006/12/7,8.5,8,1,69,8,1
2006/12/8,10.4,8,1,72,8,1
2006/12/9,7.1,8,1,85,8,1
2006/12/10,9.7,8,1,62,8,1
2006/12/11,8.8,8,1,48,8,1
2006/12/12,6.8,8,1,75,8,1
2006/12/13,10.1,8,1,76,8,1
2006/12/14,10.7,8,1,78,8,1
2006/12/15,10.8,8,1,83,8,1
2006/12/16,11.7,8,1,73,8,1
2006/12/17,12.5,8,1,64,8,1
2006/12/18,8.4,8,1,43,8,1
2006/12/19,6.8,8,1,51,8,1
2006/12/20,8.5,8,1,64,8,1
2006/12/21,9.5,8,1,75,8,1
2006/12/22,8.9,8,1,76,8,1
2006/12/23,8.7,8,1,63,8,1
2006/12/24,8.6,8,1,53,8,1
2006/12/25,8.4,8,1,58,8,1
2006/12/26,9.7,8,1,85,8,1
2006/12/27,15.2,8,1,57,8,1
2006/12/28,11.6,8,1,51,8,1
2006/12/29,6.4,8,1,32,8,1
2006/12/30,6.9,8,1,33,8,1
2006/12/31,6.2,8,1,44,8,1
2007/12/1,11.7,8,1,73,8,1
2007/12/2,12.5,8,1,64,8,1
2007/12/3,12.4,8,1,76,8,1
2007/12/4,9.2,8,1,69,8,1
2007/12/5,8.5,8,1,47,8,1
2007/12/6,10.0,8,1,51,8,1
2007/12/7,11.3,8,1,56,8,1
2007/12/8,10.3,8,1,70,8,1
2007/12/9,10.1,8,1,51,8,1
2007/12/10,8.8,8,1,45,8,1
