ダウンロードした時刻：2018/06/07 20:54:28

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
2002/9/29,23.3,8,1,83,8,1
2002/9/30,20.0,8,1,90,8,1
2003/9/1,21.5,8,1,88,8,1
2003/9/2,25.3,8,1,81,8,1
2003/9/3,28.0,8,1,80,8,1
2003/9/4,24.7,8,1,70,8,1
2003/9/5,24.9,8,1,70,8,1
2003/9/6,26.6,8,1,77,8,1
2003/9/7,22.3,8,1,80,8,1
2003/9/8,24.1,8,1,81,8,1
2003/9/9,27.8,8,1,72,8,1
2003/9/10,28.9,8,1,73,8,1
2003/9/11,28.8,8,1,74,8,1
2003/9/12,28.3,8,1,77,8,1
2003/9/13,28.0,8,1,78,8,1
2003/9/14,28.2,8,1,61,8,1
2003/9/15,26.9,8,1,64,8,1
2003/9/16,24.1,8,1,75,8,1
2003/9/17,25.3,8,1,74,8,1
2003/9/18,26.2,8,1,76,8,1
2003/9/19,27.3,8,1,71,8,1
2003/9/20,21.0,8,1,84,8,1
2003/9/21,16.2,8,1,92,8,1
2003/9/22,16.1,8,1,72,8,1
2003/9/23,17.5,8,1,68,8,1
2003/9/24,17.7,8,1,80,8,1
2003/9/25,18.0,8,1,89,8,1
2003/9/26,21.4,8,1,84,8,1
2003/9/27,21.7,8,1,71,8,1
2003/9/28,20.3,8,1,73,8,1
2003/9/29,20.3,8,1,71,8,1
2003/9/30,20.1,8,1,45,8,1
2004/9/1,28.0,8,1,74,8,1
2004/9/2,27.6,8,1,71,8,1
2004/9/3,25.6,8,1,74,8,1
2004/9/4,24.3,8,1,89,8,1
2004/9/5,22.5,8,1,89,8,1
2004/9/6,26.2,8,1,82,8,1
2004/9/7,27.9,8,1,80,8,1
2004/9/8,28.8,8,1,71,8,1
2004/9/9,25.2,8,1,75,8,1
2004/9/10,24.3,8,1,75,8,1
2004/9/11,23.0,8,1,72,8,1
2004/9/12,23.5,8,1,72,8,1
2004/9/13,26.2,8,1,73,8,1
2004/9/14,27.6,8,1,70,8,1
2004/9/15,21.7,8,1,63,8,1
2004/9/16,21.6,8,1,64,8,1
2004/9/17,25.2,8,1,73,8,1
2004/9/18,26.0,8,1,73,8,1
2004/9/19,26.7,8,1,71,8,1
2004/9/20,26.7,8,1,75,8,1
2004/9/21,27.6,8,1,74,8,1
2004/9/22,26.8,8,1,75,8,1
2004/9/23,22.4,8,1,83,8,1
2004/9/24,22.9,8,1,83,8,1
2004/9/25,23.1,8,1,89,8,1
2004/9/26,20.8,8,1,89,8,1
2004/9/27,19.1,8,1,92,8,1
2004/9/28,21.1,8,1,85,8,1
2004/9/29,22.0,8,1,89,8,1
2004/9/30,25.4,8,1,65,8,1
2005/9/1,26.7,8,1,71,8,1
2005/9/2,27.0,8,1,76,8,1
2005/9/3,27.3,8,1,75,8,1
2005/9/4,26.9,8,1,82,8,1
2005/9/5,24.1,8,1,88,8,1
2005/9/6,25.0,8,1,88,8,1
2005/9/7,28.0,8,1,78,8,1
2005/9/8,28.1,8,1,71,8,1
2005/9/9,24.7,8,1,73,8,1
2005/9/10,26.9,8,1,74,8,1
2005/9/11,26.0,8,1,80,8,1
2005/9/12,26.2,8,1,76,8,1
2005/9/13,27.3,8,1,78,8,1
2005/9/14,27.9,8,1,75,8,1
2005/9/15,23.6,8,1,72,8,1
2005/9/16,21.9,8,1,63,8,1
2005/9/17,22.8,8,1,69,8,1
2005/9/18,24.8,8,1,76,8,1
2005/9/19,25.7,8,1,80,8,1
2005/9/20,24.8,8,1,75,8,1
2005/9/21,23.8,8,1,71,8,1
2005/9/22,23.3,8,1,78,8,1
2005/9/23,24.7,8,1,78,8,1
2005/9/24,22.1,8,1,90,8,1
2005/9/25,20.1,8,1,79,8,1
2005/9/26,21.0,8,1,67,8,1
2005/9/27,19.8,8,1,71,8,1
2005/9/28,19.4,8,1,68,8,1
2005/9/29,19.5,8,1,69,8,1
2005/9/30,19.9,8,1,69,8,1
2006/9/1,22.1,8,1,84,8,1
2006/9/2,23.8,8,1,73,8,1
2006/9/3,25.3,8,1,71,8,1
2006/9/4,25.5,8,1,74,8,1
2006/9/5,27.6,8,1,68,8,1
2006/9/6,24.5,8,1,82,8,1
2006/9/7,25.5,8,1,84,8,1
2006/9/8,25.9,8,1,85,8,1
2006/9/9,26.6,8,1,81,8,1
2006/9/10,28.3,8,1,77,8,1
2006/9/11,25.8,8,1,76,8,1
2006/9/12,22.1,8,1,87,8,1
2006/9/13,19.1,8,1,92,8,1
2006/9/14,19.1,8,1,87,8,1
2006/9/15,21.4,8,1,70,8,1
2006/9/16,21.7,8,1,71,8,1
2006/9/17,21.6,8,1,83,8,1
2006/9/18,25.0,8,1,86,8,1
2006/9/19,27.2,8,1,68,8,1
2006/9/20,24.8,8,1,68,8,1
2006/9/21,23.6,8,1,68,8,1
2006/9/22,22.0,8,1,72,8,1
2006/9/23,20.9,8,1,66,8,1
2006/9/24,20.7,8,1,62,8,1
2006/9/25,20.6,8,1,65,8,1
2006/9/26,19.2,8,1,82,8,1
2006/9/27,20.2,8,1,88,8,1
2006/9/28,23.1,8,1,69,8,1
2006/9/29,21.9,8,1,77,8,1
2006/9/30,21.6,8,1,76,8,1
2007/9/1,22.2,8,1,80,8,1
2007/9/2,23.4,8,1,70,8,1
2007/9/3,24.6,8,1,72,8,1
2007/9/4,26.7,8,1,76,8,1
2007/9/5,27.3,8,1,85,8,1
2007/9/6,27.3,8,1,84,8,1
2007/9/7,27.0,8,1,78,8,1
2007/9/8,28.2,8,1,74,8,1
2007/9/9,26.8,8,1,82,8,1
2007/9/10,27.1,8,1,80,8,1
2007/9/11,24.9,8,1,86,8,1
2007/9/12,21.9,8,1,88,8,1
2007/9/13,23.2,8,1,75,8,1
2007/9/14,25.7,8,1,79,8,1
2007/9/15,26.6,8,1,80,8,1
2007/9/16,28.1,8,1,76,8,1
2007/9/17,28.5,8,1,76,8,1
2007/9/18,24.3,8,1,79,8,1
2007/9/19,24.4,8,1,78,8,1
2007/9/20,26.4,8,1,72,8,1
2007/9/21,26.6,8,1,75,8,1
2007/9/22,27.1,8,1,75,8,1
2007/9/23,23.6,8,1,78,8,1
2007/9/24,22.3,8,1,77,8,1
2007/9/25,23.9,8,1,71,8,1
2007/9/26,22.6,8,1,61,8,1
2007/9/27,23.2,8,1,79,8,1
2007/9/28,25.7,8,1,75,8,1
2007/9/29,17.9,8,1,82,8,1
2007/9/30,16.7,8,1,89,8,1
2008/9/1,26.5,8,1,83,4,1
2008/9/2,27.6,8,1,80,8,1
2008/9/3,28.0,8,1,76,8,1
2008/9/4,26.6,8,1,80,8,1
2008/9/5,25.4,8,1,83,8,1
2008/9/6,26.1,8,1,82,8,1
