ダウンロードした時刻：2018/06/07 20:53:07

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
2004/5/4,21.2,8,1,78,8,1
2004/5/5,12.6,8,1,83,8,1
2004/5/6,13.1,8,1,75,8,1
2004/5/7,17.8,8,1,73,8,1
2004/5/8,18.7,8,1,63,8,1
2004/5/9,18.1,8,1,82,8,1
2004/5/10,18.8,8,1,90,8,1
2004/5/11,22.3,8,1,68,8,1
2004/5/12,19.8,8,1,56,8,1
2004/5/13,22.8,8,1,74,8,1
2004/5/14,21.1,8,1,74,8,1
2004/5/15,18.7,8,1,69,8,1
2004/5/16,19.1,8,1,92,8,1
2004/5/17,23.1,8,1,83,8,1
2004/5/18,21.1,8,1,72,8,1
2004/5/19,18.9,8,1,78,8,1
2004/5/20,15.4,8,1,91,8,1
2004/5/21,17.3,8,1,81,8,1
2004/5/22,12.7,8,1,87,8,1
2004/5/23,13.1,8,1,87,8,1
2004/5/24,16.8,8,1,77,8,1
2004/5/25,18.7,8,1,68,8,1
2004/5/26,21.0,8,1,73,8,1
2004/5/27,21.5,8,1,79,8,1
2004/5/28,21.9,8,1,73,8,1
2004/5/29,23.6,8,1,69,8,1
2004/5/30,25.4,8,1,76,8,1
2004/5/31,24.9,8,1,81,8,1
2005/5/1,19.9,8,1,72,8,1
2005/5/2,19.5,8,1,68,8,1
2005/5/3,16.8,8,1,45,8,1
2005/5/4,18.7,8,1,62,8,1
2005/5/5,18.6,8,1,60,8,1
2005/5/6,13.0,8,1,74,8,1
2005/5/7,14.2,8,1,86,8,1
2005/5/8,15.0,8,1,79,8,1
2005/5/9,16.8,8,1,76,8,1
2005/5/10,17.5,8,1,52,8,1
2005/5/11,13.1,8,1,61,8,1
2005/5/12,12.9,8,1,76,8,1
2005/5/13,11.6,8,1,77,8,1
2005/5/14,12.3,8,1,68,8,1
2005/5/15,14.5,8,1,79,8,1
2005/5/16,15.4,8,1,44,8,1
2005/5/17,15.1,8,1,68,8,1
2005/5/18,18.4,8,1,75,8,1
2005/5/19,21.5,8,1,71,8,1
2005/5/20,18.8,8,1,45,8,1
2005/5/21,19.5,8,1,61,8,1
2005/5/22,20.1,8,1,69,8,1
2005/5/23,19.2,8,1,72,8,1
2005/5/24,17.2,8,1,75,8,1
2005/5/25,16.0,8,1,68,8,1
2005/5/26,17.2,8,1,65,8,1
2005/5/27,18.8,8,1,71,8,1
2005/5/28,20.1,8,1,68,8,1
2005/5/29,16.7,8,1,80,8,1
2005/5/30,16.5,8,1,91,8,1
2005/5/31,18.4,8,1,77,8,1
2006/5/1,21.4,8,1,73,8,1
2006/5/2,15.1,8,1,82,8,1
2006/5/3,12.8,8,1,61,8,1
2006/5/4,16.1,8,1,65,8,1
2006/5/5,19.3,8,1,68,8,1
2006/5/6,19.7,8,1,64,8,1
2006/5/7,18.6,8,1,81,8,1
2006/5/8,16.1,8,1,87,8,1
2006/5/9,14.8,8,1,83,8,1
2006/5/10,18.2,8,1,88,8,1
2006/5/11,19.9,8,1,88,8,1
2006/5/12,16.6,8,1,46,8,1
2006/5/13,13.0,8,1,82,8,1
2006/5/14,15.1,8,1,82,8,1
2006/5/15,18.8,8,1,64,8,1
2006/5/16,18.2,8,1,81,8,1
2006/5/17,18.3,8,1,79,8,1
2006/5/18,16.8,8,1,88,8,1
2006/5/19,19.5,8,1,91,8,1
2006/5/20,23.4,8,1,78,8,1
2006/5/21,20.7,8,1,57,8,1
2006/5/22,20.3,8,1,65,8,1
2006/5/23,20.6,8,1,75,8,1
2006/5/24,19.9,8,1,76,8,1
2006/5/25,17.5,8,1,67,8,1
2006/5/26,18.7,8,1,64,8,1
2006/5/27,17.9,8,1,82,8,1
2006/5/28,20.6,8,1,83,8,1
2006/5/29,22.7,8,1,70,8,1
2006/5/30,21.6,8,1,71,8,1
2006/5/31,21.6,8,1,67,8,1
2007/5/1,17.3,8,1,76,8,1
2007/5/2,19.6,8,1,73,8,1
2007/5/3,18.6,8,1,58,8,1
2007/5/4,20.7,8,1,61,8,1
2007/5/5,21.7,8,1,67,8,1
2007/5/6,18.1,8,1,86,8,1
2007/5/7,18.6,8,1,80,8,1
2007/5/8,20.5,8,1,74,8,1
2007/5/9,22.4,8,1,66,8,1
2007/5/10,20.4,8,1,66,8,1
2007/5/11,18.5,8,1,34,8,1
2007/5/12,18.6,8,1,47,8,1
2007/5/13,19.8,8,1,67,8,1
2007/5/14,18.3,8,1,55,8,1
2007/5/15,17.5,8,1,65,8,1
2007/5/16,18.2,8,1,60,8,1
